[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
  1.339E+03  1.135E+04  7.671E+03  9.712E+03  2.293E+04  1.138E+04  2.127E+03  1.693E+03  6.861E+03  1.542E+04
  4.325E+04  2.406E+04  9.541E+03  1.012E+04  1.557E+04  1.515E+04  9.814E+03  1.128E+04  1.360E+04  9.458E+03
  5.547E+03  7.683E+03  0.000E+00  2.259E+04  1.208E+04  1.091E+04  3.046E+04  1.875E+04  8.248E+03  2.820E+04
  2.322E+04  1.074E+04  1.438E+04  2.315E+04  1.743E+04  1.794E+04  1.625E+04  4.065E+04  9.601E+03  1.806E+03
  9.280E+03  2.556E+04  2.213E+04  1.762E+04  3.142E+04  4.377E+03  3.615E+04  2.495E+04  4.003E+04  3.444E+04
  2.715E+04  1.983E+04  1.980E+04  0.000E+00  1.355E+04  3.148E+04  1.577E+04  1.979E+04  3.347E+04  2.552E+04
  6.025E+03  5.245E+03  1.936E+04  1.922E+04  2.578E+04  1.474E+04  7.424E+03  2.650E+04  3.742E+04  2.686E+04
  4.402E+04  4.351E+04  4.116E+04  4.821E+04  3.082E+04  3.689E+04  3.561E+04  5.028E+04  1.492E+04  3.262E+04
  1.503E+04  2.626E+04  5.668E+04  3.032E+04  8.784E+03  3.958E+04  3.224E+04  5.052E+04  2.870E+04  4.654E+04
  1.318E+04  3.316E+04  2.426E+04  2.060E+04  1.470E+04  2.443E+04  2.636E+04  4.429E+04  6.668E+04  2.522E+04
  3.682E+04  1.412E+04  1.982E+04  3.197E+04  4.292E+04  3.446E+04  2.564E+04  9.376E+03  1.583E+04  2.074E+04
  3.117E+04  3.182E+04  3.223E+04  3.516E+04  2.394E+04  2.707E+04  2.816E+03  1.925E+04  3.211E+04  4.066E+04
  4.238E+04  3.882E+04  4.575E+04  2.099E+04  2.520E+04  3.326E+04  2.929E+04  1.621E+04  3.229E+04  2.858E+04
  2.947E+04  6.271E+04  2.228E+04  2.554E+04  3.858E+04  3.251E+04  5.284E+04  3.151E+04  6.930E+04  1.859E+04
  4.061E+04  4.829E+04  5.894E+04  6.400E+04  6.768E+04  5.146E+04  2.767E+04  3.225E+04  5.249E+04  4.423E+04
  4.818E+04  7.730E+04  4.141E+04  4.542E+04  5.112E+04  5.177E+04  2.796E+04  3.747E+04  5.928E+04  3.950E+04
  3.823E+04  7.165E+04  5.234E+04  4.630E+04  6.211E+04  5.021E+04  5.038E+04  7.371E+04  6.716E+04  4.958E+04
  2.337E+04  3.948E+04  3.464E+04  5.703E+04  2.688E+04  3.121E+04  3.766E+04  3.923E+04  3.323E+04  1.008E+04
  4.342E+04  2.010E+04  4.202E+04  2.752E+04  1.768E+04  3.641E+04  1.284E+04  2.247E+04  1.222E+04  1.720E+04
  2.630E+04  1.571E+04  1.355E+04  9.702E+03  2.254E+04  1.533E+04  2.193E+04  1.884E+04  3.198E+04  2.927E+04
  1.879E+04  3.245E+04  1.763E+04  1.249E+04  1.447E+04  2.196E+04  3.369E+04  3.191E+04  5.233E+04  1.442E+04
  8.934E+03  7.039E+03  1.920E+04  1.651E+04  2.047E+04  3.947E+04  2.477E+04  9.249E+03  1.595E+04  3.122E+04
  1.451E+04  1.179E+04  2.867E+04  2.247E+04  1.272E+03  1.342E+04  1.054E+04  1.675E+04  2.339E+03  1.179E+04
  1.918E+04  1.751E+04  0.000E+00  9.784E+03  3.748E+03  3.224E+03  1.242E+04  9.383E+03  6.334E+03  1.330E+04
  1.569E+04  2.360E+04  1.672E+04  8.799E+03  2.218E+03  3.876E+03  3.837E+03  9.447E+03  1.293E+04  9.572E+03
  9.761E+03  2.201E+04  1.526E+04  1.036E+03  6.008E+03  8.400E+03  3.076E+03  0.000E+00  0.000E+00  1.517E+04
  5.154E+04  2.871E+04  3.327E+04  1.726E+04  0.000E+00  2.913E+03  1.622E+04  4.001E+03  2.102E+04  2.538E+04
  1.494E+04  2.052E+04  2.091E+04  1.338E+04  4.166E+02  0.000E+00  1.251E+03  2.226E+03  1.228E+03  1.497E+04
  9.536E+03  1.331E+04  1.935E+04  1.174E+04  4.219E+03  6.253E+03  0.000E+00  2.833E+03  5.444E+03  0.000E+00
  0.000E+00  0.000E+00  2.045E+02  5.159E+03  7.536E+03  1.079E+04  8.293E+03  1.799E+04  5.979E+03  3.400E+04
  1.619E+04  1.999E+04  7.628E+03  1.446E+04  1.461E+04  1.949E+04  1.408E+04  6.206E+03  5.819E+03  0.000E+00
  7.026E+02  9.908E+03  9.509E+03  1.557E+04  1.296E+04  9.181E+03  2.029E+04  1.990E+04  3.168E+03  1.398E+04
  6.914E+03  2.097E+03  1.160E+04  1.219E+04  7.419E+03  1.728E+03  8.141E+03  5.259E+03  0.000E+00  0.000E+00
  0.000E+00  1.459E+04  1.081E+04  2.164E+04  1.325E+04  1.154E+04  2.224E+04  1.592E+04  8.415E+03  5.529E+03
  1.636E+04  6.243E+03  2.037E+04  9.913E+03  7.213E+03  1.655E+04  1.104E+04  7.189E+03  1.573E+04  2.995E+04
  3.109E+04  1.145E+04  0.000E+00  5.252E+03  2.816E+03  6.726E+02  6.285E+03  4.164E+03  0.000E+00  6.874E+03
  1.446E+04  1.506E+04  6.550E+03  3.241E+03  3.709E+03  9.119E+03  8.176E+03  9.656E+03  1.522E+04  9.527E+03
  2.085E+04  1.297E+04  1.117E+04  2.088E+04  9.376E+03  1.765E+04  6.215E+03  4.110E+03  8.431E+03  8.877E+03
  3.010E+04  1.932E+04  1.780E+03  1.923E+04  1.466E+04  2.878E+03  0.000E+00  4.595E+03  2.337E+04  2.794E+04
  1.507E+04  4.020E+04  7.853E+03  1.596E+04  6.516E+03  6.643E+03  5.232E+04  2.788E+04  6.113E+03  5.651E+03
  1.390E+04  3.850E+04  1.761E+04  2.761E+04  1.703E+04  2.730E+04  3.959E+04  3.061E+04  3.104E+04  5.761E+04
  7.095E+04  3.661E+04  5.247E+04  4.728E+04  5.248E+04  2.264E+04  4.143E+04  1.107E+04  1.265E+04  2.868E+04
  1.643E+04  2.050E+04  1.416E+04  1.232E+04  3.693E+04  1.524E+04  1.699E+04  2.038E+04  1.613E+04  2.162E+04
  2.536E+04  2.245E+04  2.201E+04  2.812E+04  2.025E+04  1.817E+04  1.144E+04  1.749E+04  2.682E+04  2.415E+04
  2.020E+04  7.885E+03  3.368E+04  9.630E+03  9.652E+03  9.058E+03  1.052E+04  2.708E+04  1.137E+04  1.591E+04
  1.074E+04  1.931E+04  2.051E+04  1.949E+04  7.557E+02  0.000E+00  2.607E+03  1.295E+04  6.249E+03  2.076E+03
  3.579E+03  2.568E+03  3.176E+03  1.204E+04  4.917E+03  4.610E+03  3.132E+03  1.807E+04  1.517E+04  2.784E+04
  9.576E+03  6.949E+03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
  2.273E+03  1.020E+04  7.505E+02  8.993E+03  3.480E+04  2.891E+04  7.937E+03  1.017E+04  9.502E+03  2.287E+04
  1.693E+04  9.313E+03  1.092E+04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  1.210E+04  1.685E+03
  4.198E+03  1.745E+04  1.510E+04  7.225E+03  1.245E+04  6.379E+03  0.000E+00  2.160E+04  3.148E+04  3.502E+04
  1.759E+04  3.964E+03  0.000E+00  9.300E+03  2.925E+04  1.525E+04  1.653E+03  1.902E+04  1.286E+04  0.000E+00
  6.795E+03  5.837E+03  1.003E+04  2.197E+04  1.842E+04  1.534E+04  2.707E+04  7.179E+03  2.537E+04  2.315E+04
  7.772E+03  1.397E+04  1.218E+04  2.398E+04  1.517E+04  1.763E+04  3.155E+04  1.444E+04  2.010E+04  0.000E+00
  1.407E+04  3.452E+04  1.155E+04  2.526E+04  1.945E+04  2.899E+04  2.352E+04  3.790E+04  2.230E+04  1.418E+04
  2.059E+04  2.854E+04  1.617E+04  5.712E+03  1.894E+04  3.177E+04  1.508E+04  2.932E+04  1.826E+04  8.298E+03
  1.617E+04  3.503E+03  1.974E+04  1.208E+04  1.381E+04  3.864E+04  1.511E+04  1.216E+04  2.046E+04  2.640E+04
  3.691E+04  4.707E+04  5.882E+04  4.337E+04  2.584E+04  4.712E+04  5.562E+04  2.455E+04  6.556E+03  2.426E+04
  1.991E+04  1.018E+04  4.248E+04  2.051E+04  1.430E+04  2.507E+04  2.715E+04  5.512E+04  2.634E+04  3.154E+04
  1.873E+04  2.596E+04  2.486E+04  1.997E+04  1.343E+04  2.548E+04  3.639E+04  5.909E+04  4.808E+04  2.249E+04
  3.142E+04  1.216E+04  2.180E+04  1.322E+04  4.700E+04  4.480E+04  1.949E+04  1.140E+04  1.096E+04  3.190E+04
  2.322E+04  2.003E+04  3.608E+04  9.748E+03  9.911E+03  3.167E+04  1.678E+04  3.018E+04  4.357E+04  2.835E+04
  5.717E+04  5.409E+04  2.315E+04  2.271E+04  3.538E+04  2.944E+04  2.653E+04  2.324E+04  3.046E+04  3.048E+04
  2.102E+04  3.299E+04  3.989E+04  3.558E+04  4.289E+04  5.694E+04  3.018E+04  5.073E+04  4.537E+04  3.271E+04
  5.790E+04  2.063E+04  4.474E+04  6.491E+04  6.994E+04  6.124E+04  3.083E+04  4.901E+04  5.323E+04  3.137E+04
  4.124E+04  5.878E+04  5.121E+04  4.306E+04  4.868E+04  4.321E+04  9.489E+03  6.204E+04  6.221E+04  3.958E+04
  2.849E+04  6.708E+04  3.927E+04  3.276E+04  5.642E+04  5.228E+04  5.061E+04  6.578E+04  3.327E+04  7.133E+04
  3.298E+04  3.550E+04  4.095E+04  3.436E+04  3.320E+04  4.007E+04  2.830E+04  4.011E+04  2.500E+04  3.470E+04
  2.790E+04  2.856E+04  2.672E+04  4.578E+04  1.772E+04  2.441E+04  3.491E+04  2.143E+04  4.463E+04  5.628E+03
  1.596E+04  3.230E+04  7.746E+03  1.301E+04  1.099E+04  3.487E+04  2.086E+04  1.264E+04  8.849E+03  3.308E+04
  2.838E+04  2.386E+04  1.488E+04  1.559E+04  1.341E+04  9.246E+03  1.664E+04  1.697E+04  3.281E+04  7.186E+04
  1.644E+04  2.015E+03  3.173E+03  1.794E+04  2.374E+04  2.800E+04  3.999E+04  1.692E+04  6.195E+03  1.065E+04
  2.078E+04  1.922E+04  1.860E+04  1.144E+04  8.312E+03  6.837E+03  0.000E+00  1.963E+04  6.351E+03  2.271E+04
  1.862E+04  8.207E+03  9.842E+03  6.484E+03  1.258E+04  1.035E+04  5.101E+03  6.032E+02  1.228E+04  5.218E+03
  9.856E+02  1.527E+04  2.428E+04  2.485E+04  8.710E+03  5.649E+03  6.120E+03  2.033E+04  1.558E+04  1.133E+04
  9.477E+03  5.794E+03  1.744E+04  2.725E+04  2.579E+04  6.697E+03  0.000E+00  0.000E+00  0.000E+00  1.734E+04
  2.236E+04  1.549E+04  1.104E+04  1.622E+04  1.620E+04  8.902E+03  5.737E+03  1.938E+04  1.385E+04  1.697E+04
  8.236E+03  1.938E+04  1.927E+04  2.973E+04  2.402E+04  8.273E+03  1.234E+04  1.142E+04  2.309E+03  3.974E+03
  0.000E+00  8.407E+03  1.835E+04  1.919E+04  1.487E+04  1.327E+04  1.644E+03  2.479E+03  6.328E+03  4.556E+03
  4.073E+03  5.755E+03  1.276E+04  0.000E+00  1.304E+04  1.077E+04  1.126E+04  4.770E+03  4.288E+04  1.459E+04
  5.151E+03  5.451E+03  5.613E+03  1.024E+04  0.000E+00  1.126E+04  1.790E+04  1.770E+04  1.506E+04  6.849E+03
  7.374E+03  5.331E+03  4.114E+03  6.968E+03  4.852E+03  2.039E+04  2.193E+04  1.736E+04  1.351E+03  1.582E+04
  7.555E+03  3.890E+03  9.083E+03  4.746E+03  9.630E+03  4.099E+03  7.261E+02  8.118E+03  1.263E+04  5.190E+03
  1.481E+04  1.767E+04  2.607E+03  5.683E+03  1.744E+04  2.266E+04  1.455E+04  1.496E+04  1.447E+03  0.000E+00
  1.063E+04  2.049E+04  9.978E+03  1.233E+04  1.052E+04  1.994E+04  6.343E+03  5.502E+03  1.304E+04  1.500E+04
  3.895E+04  2.185E+04  4.659E+03  1.135E+04  2.928E+03  0.000E+00  9.136E+03  2.724E+03  9.793E+03  3.246E+03
  9.433E+03  2.193E+04  2.415E+04  5.309E+03  6.865E+03  7.116E+03  8.348E+03  1.662E+04  4.559E+03  8.698E+03
  2.430E+04  6.414E+03  0.000E+00  2.365E+04  2.113E+04  1.394E+04  5.646E+03  1.197E+04  0.000E+00  2.135E+03
  2.299E+04  7.110E+02  8.973E+03  8.470E+03  0.000E+00  6.348E+03  1.012E+03  1.618E+03  1.481E+04  6.934E+03
  1.805E+04  1.152E+04  2.498E+04  2.117E+02  2.681E+04  3.146E+04  7.594E+03  1.424E+04  6.040E+03  4.320E+04
  3.513E+04  2.362E+04  2.782E+04  3.352E+04  2.398E+04  2.152E+04  3.356E+04  3.038E+04  2.602E+04  5.878E+04
  7.053E+04  4.441E+04  3.452E+04  6.319E+04  1.716E+04  3.082E+04  3.004E+04  1.533E+04  2.327E+04  2.895E+04
  2.034E+04  1.125E+04  1.604E+04  1.254E+04  3.098E+04  1.219E+04  1.375E+04  1.958E+04  1.526E+04  9.762E+03
  3.340E+04  2.788E+04  5.069E+04  1.495E+04  2.369E+04  1.098E+04  2.495E+04  1.046E+04  1.047E+04  1.664E+04
  4.888E+03  1.313E+04  1.034E+04  8.472E+03  4.191E+03  1.737E+04  2.011E+04  1.509E+04  1.151E+04  1.133E+04
  1.663E+04  5.216E+03  8.785E+03  1.560E+04  1.229E+04  6.663E+03  6.367E+03  1.850E+03  5.708E+03  6.828E+03
  0.000E+00  4.938E+03  3.718E+02  1.049E+04  5.047E+03  4.985E+03  6.997E+03  1.010E+04  2.210E+03  9.253E+03
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  4.153E+03  0.000E+00  2.130E+03  5.296E+03
  1.687E+04  9.504E+03  1.013E+04  3.013E+04  1.503E+04  9.502E+03  9.502E+03  4.447E+03  1.543E+04  7.653E+03
  1.972E+03  1.295E+04  3.195E+03  0.000E+00  0.000E+00  0.000E+00  0.000E+00  8.436E+03  1.006E+04  9.712E+03
  5.514E+03  5.831E+03  1.209E+04  1.441E+04  9.065E+03  1.520E+04  1.118E+04  1.511E+04  1.559E+04  2.009E+04
  2.318E+03  0.000E+00  5.074E+03  2.272E+04  1.667E+04  1.034E+04  1.503E+04  1.084E+04  1.106E+04  3.677E+03
  1.050E+04  1.829E+04  1.107E+04  1.577E+04  2.779E+04  2.313E+03  2.863E+04  1.692E+04  2.151E+04  1.097E+04
  0.000E+00  1.136E+04  1.450E+04  2.694E+04  3.805E+04  1.883E+04  1.334E+04  1.062E+04  2.813E+04  9.595E+03
  1.978E+04  1.538E+04  2.884E+04  2.229E+04  4.157E+04  2.141E+04  2.010E+04  4.780E+03  2.206E+04  1.699E+04
  1.755E+04  3.003E+04  1.690E+04  1.691E+04  1.961E+04  3.468E+04  8.060E+03  1.339E+04  2.280E+04  1.144E+04
  2.894E+03  3.658E+04  2.004E+04  2.548E+04  3.547E+04  3.061E+04  2.303E+04  1.697E+04  9.810E+03  3.361E+04
  4.753E+04  3.984E+04  5.968E+04  4.399E+04  5.362E+04  3.082E+04  3.595E+04  2.637E+04  5.155E+03  1.766E+04
  2.290E+04  9.632E+03  4.314E+04  1.275E+04  2.927E+04  1.482E+04  2.903E+04  3.122E+04  3.220E+04  3.343E+04
  6.222E+03  2.863E+04  1.852E+04  3.492E+04  1.765E+04  1.832E+04  4.113E+04  4.419E+04  5.382E+04  1.935E+04
  3.170E+04  1.576E+04  2.072E+04  3.139E+04  2.008E+04  3.132E+04  3.426E+04  1.282E+04  1.669E+04  2.357E+04
  3.238E+04  2.814E+04  2.013E+04  1.037E+04  1.309E+04  1.191E+04  5.840E+04  4.687E+04  2.509E+04  3.368E+04
  5.277E+04  4.254E+04  2.519E+04  2.528E+04  3.489E+04  3.311E+04  2.662E+04  1.361E+04  2.791E+04  1.204E+04
  2.769E+04  1.460E+04  3.505E+04  3.140E+04  5.310E+04  6.829E+04  5.569E+04  5.821E+04  1.920E+04  2.811E+04
  5.295E+04  4.153E+04  6.116E+04  6.778E+04  3.714E+04  9.068E+04  2.103E+04  3.797E+04  4.091E+04  3.607E+04
  4.078E+04  3.456E+04  3.413E+04  5.066E+04  4.702E+04  4.755E+04  7.213E+03  5.142E+04  6.081E+04  5.804E+04
  2.893E+04  7.078E+04  3.800E+04  3.341E+04  7.120E+04  3.915E+04  5.905E+04  5.272E+04  2.753E+04  7.406E+04
  4.273E+04  4.256E+04  5.092E+04  3.802E+04  4.603E+04  2.524E+04  1.758E+04  3.825E+04  2.841E+04  3.538E+04
  2.721E+04  3.618E+04  2.575E+04  3.929E+04  2.032E+04  6.878E+03  1.268E+04  2.191E+04  3.053E+04  2.441E+04
  1.129E+04  2.242E+04  2.012E+04  1.329E+04  1.050E+04  1.717E+04  2.033E+04  2.514E+04  1.300E+04  9.813E+03
  3.353E+04  3.924E+04  1.289E+04  1.150E+04  1.978E+04  1.781E+04  9.272E+03  2.111E+04  1.431E+04  3.637E+04
  4.473E+04  1.696E+04  0.000E+00  8.571E+02  1.790E+04  3.711E+04  1.019E+04  2.363E+04  2.222E+04  1.912E+04
  4.272E+03  1.410E+04  2.877E+04  2.263E+04  1.708E+04  1.437E+04  3.397E+03  1.224E+04  4.331E+03  2.664E+03
  7.908E+03  2.361E+03  9.678E+03  1.623E+04  2.655E+04  1.965E+04  9.459E+03  9.072E+03  1.147E+04  6.700E+03
  9.713E+03  5.933E+03  9.140E+03  2.485E+04  1.430E+04  1.402E+04  2.718E+04  1.102E+04  2.240E+04  1.795E+04
  1.243E+04  8.508E+03  4.104E+03  1.408E+04  1.347E+04  2.075E+04  2.799E+04  1.116E+04  9.387E+03  2.416E+04
  1.716E+04  2.002E+04  1.757E+04  3.032E+04  3.342E+04  4.452E+04  2.437E+04  1.972E+04  2.148E+04  1.039E+04
  4.832E+04  1.211E+04  1.482E+04  9.354E+03  9.513E+03  5.383E+03  2.432E+04  1.074E+04  4.459E+03  4.194E+03
  0.000E+00  1.453E+04  0.000E+00  7.368E+03  8.011E+03  2.330E+04  2.174E+04  1.859E+04  6.477E+03  1.946E+04
  4.736E+03  8.916E+03  0.000E+00  2.763E+03  7.150E+03  7.519E+03  9.618E+03  1.936E+04  2.263E+04  2.653E+04
  1.499E+03  5.451E+03  7.832E+03  1.721E+03  2.522E+03  1.025E+04  1.294E+04  4.562E+03  1.710E+04  9.018E+03
  9.860E+03  1.158E+04  1.509E+04  2.373E+04  2.513E+04  1.274E+04  1.505E+04  5.356E+03  3.157E+04  1.932E+04
  1.589E+04  4.315E+03  5.611E+03  1.171E+04  1.433E+04  1.636E+03  0.000E+00  6.425E+03  2.937E+04  1.783E+04
  1.462E+04  1.258E+04  2.349E+04  1.266E+04  1.075E+04  1.802E+04  1.298E+04  3.665E+03  7.926E+03  2.144E+03
  5.394E+03  8.276E+03  3.436E+03  3.849E+03  1.709E+04  1.092E+04  9.243E+03  3.238E+03  1.583E+03  1.355E+04
  5.077E+03  1.416E+04  1.961E+04  9.966E+03  0.000E+00  8.438E+03  1.967E+04  6.878E+03  1.229E+04  1.570E+04
  1.088E+04  2.318E+04  3.290E+03  9.499E+03  5.137E+03  1.119E+03  5.766E+03  1.718E+04  2.074E+04  1.567E+04
  1.550E+04  1.892E+04  1.883E+04  1.174E+04  4.900E+03  1.068E+04  1.392E+04  4.403E+03  7.515E+03  1.430E+04
  4.900E+03  7.545E+03  2.290E+04  1.461E+04  2.981E+03  4.135E+03  9.809E+02  5.246E+03  1.705E+04  9.530E+03
  2.788E+03  2.440E+04  4.903E+04  3.266E+04  1.833E+04  2.418E+04  8.679E+03  5.362E+03  7.647E+03  2.221E+04
  3.255E+04  4.805E+04  2.189E+04  2.909E+04  3.571E+04  3.178E+04  5.982E+04  4.329E+04  5.596E+04  4.557E+04
  7.294E+04  3.813E+04  2.962E+04  4.421E+04  3.820E+04  1.526E+04  1.852E+04  6.579E+03  9.674E+03  3.057E+04
  2.242E+04  1.562E+04  3.338E+04  2.274E+04  3.424E+04  4.564E+04  2.648E+04  1.944E+04  1.584E+03  1.716E+04
  1.578E+04  1.458E+04  1.608E+04  2.098E+04  2.962E+04  4.926E+03  1.826E+04  2.030E+04  9.810E+03  1.209E+04
  6.448E+03  1.292E+04  1.069E+04  1.717E+04  3.168E+03  1.269E+04  9.989E+03  9.741E+03  7.533E+03  8.004E+03
  1.901E+04  2.235E+03  7.478E+03  1.036E+04  1.799E+03  1.253E+04  4.041E+03  2.399E+03  1.334E+04  5.452E+03
  0.000E+00  5.986E+02  0.000E+00  1.714E+03  5.908E+03  0.000E+00  1.321E+03  1.262E+03  0.000E+00  5.985E+03
  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  4.196E+03  1.509E+04  2.110E+04  1.441E+04
  4.940E+03  1.518E+04  2.934E+04  9.536E+03  0.000E+00  0.000E+00  0.000E+00  2.022E+04  5.593E+03  2.517E+03
  8.639E+03  8.856E+03  7.626E+02  0.000E+00  0.000E+00  0.000E+00  1.353E+04  1.805E+04  1.313E+04  0.000E+00
  0.000E+00  9.913E+03  1.867E+04  1.563E+04  7.572E+03  0.000E+00  1.440E+04  1.123E+04  1.868E+04  9.083E+03
  0.000E+00  5.991E+03  2.056E+04  7.716E+03  2.712E+04  1.152E+04  1.275E+04  5.345E+03  8.040E+03  1.935E+04
  5.154E+03  4.820E+03  2.602E+04  3.660E+04  2.961E+03  3.917E+04  2.887E+04  1.657E+04  1.489E+04  8.487E+03
  4.564E+03  1.136E+04  1.619E+04  5.635E+04  3.771E+04  2.246E+03  1.346E+04  2.075E+04  3.022E+04  8.586E+03
  2.167E+04  3.404E+04  2.704E+04  3.188E+04  2.924E+04  2.192E+04  8.443E+02  0.000E+00  2.524E+04  1.776E+04
  1.554E+04  2.108E+04  2.440E+04  2.235E+04  1.128E+04  2.591E+04  1.388E+04  4.519E+03  2.998E+04  1.150E+04
  2.697E+04  1.946E+04  2.977E+04  1.743E+04  1.953E+04  2.125E+04  2.918E+04  2.072E+04  1.568E+04  3.970E+04
  3.897E+04  4.008E+04  6.160E+04  4.933E+04  3.708E+04  3.975E+04  3.518E+04  1.520E+04  9.443E+03  2.092E+04
  7.081E+03  1.689E+04  4.849E+04  1.157E+04  2.801E+04  1.865E+04  2.081E+04  1.377E+04  2.388E+04  4.411E+04
  8.062E+03  1.937E+04  2.192E+04  2.023E+04  2.067E+04  1.820E+04  2.386E+04  3.583E+04  5.051E+04  2.224E+04
  2.727E+04  1.554E+04  5.673E+04  2.432E+04  1.105E+04  2.333E+04  2.223E+04  2.750E+04  2.034E+04  9.520E+03
  4.346E+04  2.837E+04  1.507E+04  1.794E+04  3.274E+04  1.886E+04  3.501E+04  2.251E+04  2.333E+04  2.863E+04
  3.591E+04  2.489E+04  2.436E+04  3.082E+04  8.983E+03  3.986E+04  3.627E+04  8.670E+03  2.574E+04  1.212E+04
  2.224E+04  2.513E+04  1.877E+04  3.803E+04  5.810E+04  3.309E+04  5.200E+04  6.943E+04  3.243E+04  3.272E+04
  2.774E+04  5.419E+04  4.218E+04  7.564E+04  4.447E+04  4.880E+04  3.631E+04  4.245E+04  3.094E+04  3.703E+04
  3.198E+04  4.096E+04  3.629E+04  4.941E+04  5.702E+04  4.883E+04  2.038E+04  3.289E+04  3.976E+04  5.401E+04
  3.992E+04  7.722E+04  4.487E+04  4.015E+04  6.155E+04  4.403E+04  4.414E+04  5.520E+04  4.160E+04  5.310E+04
  3.891E+04  3.750E+04  3.349E+04  4.749E+04  4.174E+04  3.666E+04  4.190E+04  1.125E+04  3.601E+04  3.575E+04
  4.504E+04  1.569E+04  3.856E+04  2.552E+04  2.932E+04  1.409E+04  5.955E+03  3.481E+04  1.498E+04  3.104E+04
  4.965E+03  2.413E+04  2.068E+04  3.348E+04  1.373E+04  1.989E+04  1.012E+04  1.527E+04  8.498E+03  6.587E+03
  1.417E+04  4.315E+04  3.335E+04  1.302E+04  1.518E+04  2.511E+04  2.670E+04  2.903E+03  2.826E+04  1.608E+04
  2.532E+04  3.676E+04  1.580E+04  0.000E+00  6.146E+03  2.277E+04  1.373E+04  9.625E+03  1.911E+04  4.570E+04
  1.676E+04  7.438E+03  8.813E+03  9.376E+03  1.037E+04  1.983E+04  2.217E+04  1.138E+04  1.852E+04  1.223E+04
  1.701E+04  1.680E+04  1.056E+04  9.820E+03  1.490E+04  2.826E+04  1.831E+04  1.550E+03  1.646E+03  5.218E+03
  0.000E+00  0.000E+00  9.773E+03  2.304E+04  2.148E+04  2.487E+04  3.659E+04  2.052E+04  2.567E+04  2.169E+04
  2.418E+04  2.105E+04  1.637E+04  1.540E+04  9.387E+03  1.849E+04  1.620E+04  1.224E+04  1.413E+04  2.418E+04
  2.552E+03  8.839E+03  9.406E+03  1.453E+04  3.006E+04  1.146E+04  1.082E+04  1.539E+04  2.744E+04  2.535E+04
  1.365E+04  7.440E+03  8.460E+03  6.390E+03  5.858E+03  5.788E+03  1.350E+04  9.489E+03  9.900E+03  2.020E+04
  8.401E+03  1.805E+04  0.000E+00  5.894E+03  0.000E+00  7.849E+02  1.299E+04  1.482E+04  3.180E+04  2.065E+04
  1.919E+04  1.253E+04  1.163E+03  6.876E+03  6.658E+03  9.449E+03  1.925E+04  2.129E+04  2.964E+04  5.963E+03
  9.082E+03  1.298E+04  7.763E+03  4.020E+03  0.000E+00  1.445E+04  6.570E+03  1.383E+04  9.499E+03  0.000E+00
  7.793E+03  3.660E+03  3.736E+03  1.316E+04  1.861E+04  1.967E+04  2.095E+04  2.435E+04  1.158E+04  3.134E+03
  3.641E+01  8.483E+03  2.091E+04  1.249E+04  1.978E+04  0.000E+00  2.778E+03  2.287E+02  1.859E+04  1.894E+04
  3.052E+03  6.294E+03  1.922E+04  1.437E+04  6.323E+03  1.012E+04  1.080E+04  4.392E+03  3.171E+03  2.864E+03
  2.645E+03  5.106E+03  1.949E+03  8.420E+03  1.039E+04  1.565E+03  4.556E+03  1.546E+04  1.643E+04  5.009E+03
  1.336E+04  1.398E+03  1.221E+04  1.091E+04  0.000E+00  1.094E+04  8.532E+03  3.254E+03  1.091E+03  1.474E+04
  1.772E+04  2.975E+03  1.053E+04  1.553E+04  3.233E+03  7.568E+03  1.301E+04  4.644E+01  1.310E+04  5.290E+03
  0.000E+00  1.902E+04  0.000E+00  8.190E+02  1.262E+04  1.672E+04  1.063E+04  3.046E+04  3.052E+04  1.791E+04
  0.000E+00  1.294E+03  3.072E+04  2.429E+03  0.000E+00  7.724E+03  1.004E+04  1.942E+04  9.275E+03  4.618E+03
  1.883E+04  1.160E+04  4.873E+04  1.226E+04  6.981E+03  1.220E+03  1.112E+04  1.112E+04  6.874E+03  1.201E+04
  2.834E+04  3.319E+04  1.876E+04  3.087E+04  3.208E+04  2.755E+04  3.601E+04  3.735E+04  2.926E+04  3.682E+04
  5.637E+04  3.978E+04  3.248E+04  3.214E+04  3.990E+04  1.314E+04  7.989E+03  1.042E+04  2.037E+04  1.559E+04
  4.035E+04  4.797E+04  3.961E+04  1.571E+04  1.525E+04  3.030E+04  8.202E+03  8.211E+03  1.574E+04  1.493E+04
  2.092E+04  1.215E+04  7.097E+03  1.853E+04  1.827E+04  1.589E+03  1.409E+04  1.804E+04  7.092E+03  1.352E+04
  1.632E+04  5.901E+03  0.000E+00  1.003E+04  8.085E+03  4.243E+03  1.622E+04  1.461E+02  1.102E+04  3.897E+04
  1.390E+04  1.635E+04  2.675E+04  1.061E+04  8.908E+03  6.780E+03  8.815E+03  0.000E+00  5.380E+03  0.000E+00
